CATCHMENT,NETWORK,SEASON,MMWR-YEAR,MMWR-WEEK,AGE CATEGORY,CUMULATIVE RATE,WEEKLY RATE 
Connecticut,EIP,2011-12,2011,46,0-4 yr,0,0
Connecticut,EIP,2011-12,2011,47,0-4 yr,0,0
Connecticut,EIP,2011-12,2011,48,0-4 yr,0,0
Connecticut,EIP,2011-12,2011,49,0-4 yr,0,0
Connecticut,EIP,2011-12,2011,50,0-4 yr,0,0
Connecticut,EIP,2011-12,2011,51,0-4 yr,0,0
Connecticut,EIP,2011-12,2011,52,0-4 yr,0,0
Connecticut,EIP,2011-12,2012,1,0-4 yr,0,0
Connecticut,EIP,2011-12,2012,2,0-4 yr,0,0
Connecticut,EIP,2011-12,2012,3,0-4 yr,0,0
Connecticut,EIP,2011-12,2012,4,0-4 yr,0,0
Connecticut,EIP,2011-12,2012,5,0-4 yr,0,0
Connecticut,EIP,2011-12,2012,6,0-4 yr,0,0
Connecticut,EIP,2011-12,2012,7,0-4 yr,0,0
Connecticut,EIP,2011-12,2012,8,0-4 yr,0,0
Connecticut,EIP,2011-12,2012,9,0-4 yr,0,0
Connecticut,EIP,2011-12,2012,10,0-4 yr,0.9,0.9
Connecticut,EIP,2011-12,2012,11,0-4 yr,1.9,0.9
Connecticut,EIP,2011-12,2012,12,0-4 yr,2.8,0.9
Connecticut,EIP,2011-12,2012,13,0-4 yr,2.8,0
Connecticut,EIP,2011-12,2012,14,0-4 yr,3.8,0.9
Connecticut,EIP,2011-12,2012,15,0-4 yr,4.7,0.9
Connecticut,EIP,2011-12,2012,16,0-4 yr,4.7,0
Connecticut,EIP,2011-12,2012,17,0-4 yr,4.7,0
Connecticut,EIP,2012-13,2012,40,0-4 yr,0,0
Connecticut,EIP,2012-13,2012,41,0-4 yr,0,0
Connecticut,EIP,2012-13,2012,42,0-4 yr,0,0
Connecticut,EIP,2012-13,2012,43,0-4 yr,0,0
Connecticut,EIP,2012-13,2012,44,0-4 yr,0,0
Connecticut,EIP,2012-13,2012,45,0-4 yr,0,0
Connecticut,EIP,2012-13,2012,46,0-4 yr,0,0
Connecticut,EIP,2012-13,2012,47,0-4 yr,0,0
Connecticut,EIP,2012-13,2012,48,0-4 yr,0,0
Connecticut,EIP,2012-13,2012,49,0-4 yr,1.8,1.8
Connecticut,EIP,2012-13,2012,50,0-4 yr,3.7,1.8
Connecticut,EIP,2012-13,2012,51,0-4 yr,5.5,1.8
Connecticut,EIP,2012-13,2012,52,0-4 yr,9.2,3.7
Connecticut,EIP,2012-13,2013,1,0-4 yr,14.6,5.5
Connecticut,EIP,2012-13,2013,2,0-4 yr,23.8,9.2
Connecticut,EIP,2012-13,2013,3,0-4 yr,31.1,7.3
Connecticut,EIP,2012-13,2013,4,0-4 yr,34.8,3.7
Connecticut,EIP,2012-13,2013,5,0-4 yr,36.6,1.8
Connecticut,EIP,2012-13,2013,6,0-4 yr,36.6,0
Connecticut,EIP,2012-13,2013,7,0-4 yr,38.5,1.8
Connecticut,EIP,2012-13,2013,8,0-4 yr,38.5,0
Connecticut,EIP,2012-13,2013,9,0-4 yr,38.5,0
Connecticut,EIP,2012-13,2013,10,0-4 yr,42.1,3.7
Connecticut,EIP,2012-13,2013,11,0-4 yr,49.4,7.3
Connecticut,EIP,2012-13,2013,12,0-4 yr,49.4,0
Connecticut,EIP,2012-13,2013,13,0-4 yr,51.3,1.8
Connecticut,EIP,2012-13,2013,14,0-4 yr,51.3,0
Connecticut,EIP,2012-13,2013,15,0-4 yr,51.3,0
Connecticut,EIP,2012-13,2013,16,0-4 yr,53.1,1.8
Connecticut,EIP,2012-13,2013,17,0-4 yr,53.1,0
Connecticut,EIP,2013-14,2013,40,0-4 yr,0,0
Connecticut,EIP,2013-14,2013,41,0-4 yr,0,0
Connecticut,EIP,2013-14,2013,42,0-4 yr,0,0
Connecticut,EIP,2013-14,2013,43,0-4 yr,0,0
Connecticut,EIP,2013-14,2013,44,0-4 yr,0,0
Connecticut,EIP,2013-14,2013,45,0-4 yr,0,0
Connecticut,EIP,2013-14,2013,46,0-4 yr,0,0
Connecticut,EIP,2013-14,2013,47,0-4 yr,0,0
Connecticut,EIP,2013-14,2013,48,0-4 yr,0,0
Connecticut,EIP,2013-14,2013,49,0-4 yr,0,0
Connecticut,EIP,2013-14,2013,50,0-4 yr,0,0
Connecticut,EIP,2013-14,2013,51,0-4 yr,0,0
Connecticut,EIP,2013-14,2013,52,0-4 yr,0,0
Connecticut,EIP,2013-14,2014,1,0-4 yr,3.8,3.8
Connecticut,EIP,2013-14,2014,2,0-4 yr,3.8,0
Connecticut,EIP,2013-14,2014,3,0-4 yr,7.5,3.8
Connecticut,EIP,2013-14,2014,4,0-4 yr,11.3,3.8
Connecticut,EIP,2013-14,2014,5,0-4 yr,18.8,7.5
Connecticut,EIP,2013-14,2014,6,0-4 yr,20.7,1.9
Connecticut,EIP,2013-14,2014,7,0-4 yr,22.6,1.9
Connecticut,EIP,2013-14,2014,8,0-4 yr,24.4,1.9
Connecticut,EIP,2013-14,2014,9,0-4 yr,24.4,0
Connecticut,EIP,2013-14,2014,10,0-4 yr,26.3,1.9
Connecticut,EIP,2013-14,2014,11,0-4 yr,26.3,0
Connecticut,EIP,2013-14,2014,12,0-4 yr,30.1,3.8
Connecticut,EIP,2013-14,2014,13,0-4 yr,32,1.9
Connecticut,EIP,2013-14,2014,14,0-4 yr,32,0
Connecticut,EIP,2013-14,2014,15,0-4 yr,33.8,1.9
Connecticut,EIP,2013-14,2014,16,0-4 yr,35.7,1.9
Connecticut,EIP,2013-14,2014,17,0-4 yr,35.7,0
Connecticut,EIP,2014-15,2014,40,0-4 yr,0,0
Connecticut,EIP,2014-15,2014,41,0-4 yr,0,0
Connecticut,EIP,2014-15,2014,42,0-4 yr,0,0
Connecticut,EIP,2014-15,2014,43,0-4 yr,0,0
Connecticut,EIP,2014-15,2014,44,0-4 yr,0,0
Connecticut,EIP,2014-15,2014,45,0-4 yr,0,0
Connecticut,EIP,2014-15,2014,46,0-4 yr,0,0
Connecticut,EIP,2014-15,2014,47,0-4 yr,0,0
Connecticut,EIP,2014-15,2014,48,0-4 yr,0,0
Connecticut,EIP,2014-15,2014,49,0-4 yr,0,0
Connecticut,EIP,2014-15,2014,50,0-4 yr,1.9,1.9
Connecticut,EIP,2014-15,2014,51,0-4 yr,1.9,0
Connecticut,EIP,2014-15,2014,52,0-4 yr,7.6,5.7
Connecticut,EIP,2014-15,2014,53,0-4 yr,9.5,1.9
Connecticut,EIP,2014-15,2015,1,0-4 yr,11.4,1.9
Connecticut,EIP,2014-15,2015,2,0-4 yr,15.2,3.8
Connecticut,EIP,2014-15,2015,3,0-4 yr,20.8,5.7
Connecticut,EIP,2014-15,2015,4,0-4 yr,22.7,1.9
Connecticut,EIP,2014-15,2015,5,0-4 yr,22.7,0
Connecticut,EIP,2014-15,2015,6,0-4 yr,24.6,1.9
Connecticut,EIP,2014-15,2015,7,0-4 yr,32.2,7.6
Connecticut,EIP,2014-15,2015,8,0-4 yr,34.1,1.9
Connecticut,EIP,2014-15,2015,9,0-4 yr,34.1,0
Connecticut,EIP,2014-15,2015,10,0-4 yr,34.1,0
Connecticut,EIP,2014-15,2015,11,0-4 yr,36,1.9
Connecticut,EIP,2014-15,2015,12,0-4 yr,36,0
Connecticut,EIP,2014-15,2015,13,0-4 yr,37.9,1.9
Connecticut,EIP,2014-15,2015,14,0-4 yr,41.7,3.8
Connecticut,EIP,2014-15,2015,15,0-4 yr,43.6,1.9
Connecticut,EIP,2014-15,2015,16,0-4 yr,43.6,0
Connecticut,EIP,2014-15,2015,17,0-4 yr,43.6,0
Connecticut,EIP,2015-16,2015,40,0-4 yr,0,0
Connecticut,EIP,2015-16,2015,41,0-4 yr,0,0
Connecticut,EIP,2015-16,2015,42,0-4 yr,0,0
Connecticut,EIP,2015-16,2015,43,0-4 yr,0,0
Connecticut,EIP,2015-16,2015,44,0-4 yr,0,0
Connecticut,EIP,2015-16,2015,45,0-4 yr,0,0
Connecticut,EIP,2015-16,2015,46,0-4 yr,0,0
Connecticut,EIP,2015-16,2015,47,0-4 yr,0,0
Connecticut,EIP,2015-16,2015,48,0-4 yr,0,0
Connecticut,EIP,2015-16,2015,49,0-4 yr,0,0
Connecticut,EIP,2015-16,2015,50,0-4 yr,0,0
Connecticut,EIP,2015-16,2015,51,0-4 yr,1.9,1.9
Connecticut,EIP,2015-16,2015,52,0-4 yr,1.9,0
Connecticut,EIP,2015-16,2016,1,0-4 yr,1.9,0
Connecticut,EIP,2015-16,2016,2,0-4 yr,1.9,0
Connecticut,EIP,2015-16,2016,3,0-4 yr,1.9,0
Connecticut,EIP,2015-16,2016,4,0-4 yr,1.9,0
Connecticut,EIP,2015-16,2016,5,0-4 yr,1.9,0
Connecticut,EIP,2015-16,2016,6,0-4 yr,1.9,0
Connecticut,EIP,2015-16,2016,7,0-4 yr,3.8,1.9
Connecticut,EIP,2015-16,2016,8,0-4 yr,11.5,7.6
Connecticut,EIP,2015-16,2016,9,0-4 yr,13.4,1.9
Connecticut,EIP,2015-16,2016,10,0-4 yr,15.3,1.9
Connecticut,EIP,2015-16,2016,11,0-4 yr,17.2,1.9
Connecticut,EIP,2015-16,2016,12,0-4 yr,22.9,5.7
Connecticut,EIP,2015-16,2016,13,0-4 yr,26.8,3.8
Connecticut,EIP,2015-16,2016,14,0-4 yr,32.5,5.7
Connecticut,EIP,2015-16,2016,15,0-4 yr,34.4,1.9
Connecticut,EIP,2015-16,2016,16,0-4 yr,36.3,1.9
Connecticut,EIP,2015-16,2016,17,0-4 yr,36.3,0
Connecticut,EIP,2016-17,2016,40,0-4 yr,0,0
Connecticut,EIP,2016-17,2016,41,0-4 yr,0,0
Connecticut,EIP,2016-17,2016,42,0-4 yr,0,0
Connecticut,EIP,2016-17,2016,43,0-4 yr,0,0
Connecticut,EIP,2016-17,2016,44,0-4 yr,0,0
Connecticut,EIP,2016-17,2016,45,0-4 yr,0,0
Connecticut,EIP,2016-17,2016,46,0-4 yr,0,0
Connecticut,EIP,2016-17,2016,47,0-4 yr,0,0
Connecticut,EIP,2016-17,2016,48,0-4 yr,1.9,1.9
Connecticut,EIP,2016-17,2016,49,0-4 yr,1.9,0
Connecticut,EIP,2016-17,2016,50,0-4 yr,1.9,0
Connecticut,EIP,2016-17,2016,51,0-4 yr,1.9,0
Connecticut,EIP,2016-17,2016,52,0-4 yr,3.9,1.9
Connecticut,EIP,2016-17,2017,1,0-4 yr,3.9,0
Connecticut,EIP,2016-17,2017,2,0-4 yr,3.9,0
Connecticut,EIP,2016-17,2017,3,0-4 yr,7.8,3.9
Connecticut,EIP,2016-17,2017,4,0-4 yr,9.7,1.9
Connecticut,EIP,2016-17,2017,5,0-4 yr,21.3,11.6
Connecticut,EIP,2016-17,2017,6,0-4 yr,33,11.6
Connecticut,EIP,2016-17,2017,7,0-4 yr,40.7,7.8
Connecticut,EIP,2016-17,2017,8,0-4 yr,42.7,1.9
Connecticut,EIP,2016-17,2017,9,0-4 yr,42.7,0
Connecticut,EIP,2016-17,2017,10,0-4 yr,44.6,1.9
Connecticut,EIP,2016-17,2017,11,0-4 yr,44.6,0
Connecticut,EIP,2016-17,2017,12,0-4 yr,44.6,0
Connecticut,EIP,2016-17,2017,13,0-4 yr,44.6,0
Connecticut,EIP,2016-17,2017,14,0-4 yr,48.5,3.9
Connecticut,EIP,2016-17,2017,15,0-4 yr,48.5,0
Connecticut,EIP,2016-17,2017,16,0-4 yr,48.5,0
Connecticut,EIP,2016-17,2017,17,0-4 yr,48.5,0
Connecticut,EIP,2017-18,2017,40,0-4 yr,0,0
Connecticut,EIP,2017-18,2017,41,0-4 yr,0,0
Connecticut,EIP,2017-18,2017,42,0-4 yr,0,0
Connecticut,EIP,2017-18,2017,43,0-4 yr,0,0
Connecticut,EIP,2017-18,2017,44,0-4 yr,0,0
Connecticut,EIP,2017-18,2017,45,0-4 yr,0,0
Connecticut,EIP,2017-18,2017,46,0-4 yr,0,0
Connecticut,EIP,2017-18,2017,47,0-4 yr,0,0
Connecticut,EIP,2017-18,2017,48,0-4 yr,0,0
Connecticut,EIP,2017-18,2017,49,0-4 yr,0,0
Connecticut,EIP,2017-18,2017,50,0-4 yr,0,0
Connecticut,EIP,2017-18,2017,51,0-4 yr,1.9,1.9
Connecticut,EIP,2017-18,2017,52,0-4 yr,1.9,0
Connecticut,EIP,2017-18,2018,1,0-4 yr,3.9,1.9
Connecticut,EIP,2017-18,2018,2,0-4 yr,9.7,5.8
Connecticut,EIP,2017-18,2018,3,0-4 yr,9.7,0
Connecticut,EIP,2017-18,2018,4,0-4 yr,11.7,1.9
Connecticut,EIP,2017-18,2018,5,0-4 yr,19.4,7.8
Connecticut,EIP,2017-18,2018,6,0-4 yr,21.4,1.9
Connecticut,EIP,2017-18,2018,7,0-4 yr,21.4,0
Connecticut,EIP,2017-18,2018,8,0-4 yr,25.3,3.9
Connecticut,EIP,2017-18,2018,9,0-4 yr,29.2,3.9
Connecticut,EIP,2017-18,2018,10,0-4 yr,29.2,0
Connecticut,EIP,2017-18,2018,11,0-4 yr,31.1,1.9
Connecticut,EIP,2017-18,2018,12,0-4 yr,35,3.9
Connecticut,EIP,2017-18,2018,13,0-4 yr,36.9,1.9
Connecticut,EIP,2017-18,2018,14,0-4 yr,38.9,1.9
Connecticut,EIP,2017-18,2018,15,0-4 yr,40.8,1.9
Connecticut,EIP,2017-18,2018,16,0-4 yr,40.8,0
Connecticut,EIP,2017-18,2018,17,0-4 yr,42.8,1.9
